r min,r max,DD count,DR count,RR count,Landy Szalay,Pois Error
1.9867999999999997,2.501243269175614,1126.0,2088,5232.0,4.385409217359045,0.16049056799146666
2.501243269175614,3.148891630559852,1770.0,4057,10656.0,3.249338030596415,0.10100308687533435
3.148891630559852,3.9642359554566404,2713.0,8109,20642.0,2.3218795389329654,0.06377625048368721
3.9642359554566404,4.9906978563568964,4217.0,16646,40598.0,1.5469505749909935,0.03922100490628577
4.9906978563568964,6.282942128901679,6649.0,32646,80505.0,1.0374084085452209,0.024986183648586992
6.282942128901679,7.909787955775735,11541.0,64941,158296.0,0.7716277000583138,0.017716277000583137
7.909787955775735,9.957873910303201,19853.0,126644,308739.0,0.5567692269878346,0.015567692269878346
9.957873910303201,12.53627194153681,34943.0,247637,603386.0,0.39588365770717093,0.013958836577071709
12.53627194153681,15.782296061165722,60800.0,482951,1161504.0,0.22980455277055964,0.012298045527705597
15.782296061165722,19.868815077072455,111014.0,932647,2223204.0,0.15096874371628527,0.011509687437162852
19.868815077072455,25.013458817204786,197811.0,1768849,4200068.0,0.07182515770367445,0.010718251577036743
25.013458817204786,31.49020812630102,358429.0,3293963,7791449.0,0.036373892198096905,0.01036373892198097
31.49020812630102,39.643985867148025,626250.0,5972524,14102565.0,-0.007229544578413435,0.009927704554215867
39.643985867148025,49.90902597820472,1067121.0,10400607,24706867.0,-0.02489058948082944,0.009751094105191706
49.90902597820472,62.831998841904316,1767351.0,17147778,41176386.0,-0.00907022696684569,0.009909297730331543
62.831998841904316,79.10112451789968,2672199.0,25869842,63414706.0,0.013851722606633993,0.010138517226066339
79.10112451789968,99.5828242825744,3304128.0,33281320,84482694.0,0.008158251308743465,0.010081582513087434
99.5828242825744,125.36786237280404,3465191.0,35273945,89674704.0,-0.0006109585864091547,0.009993890414135908
125.36786237280404,157.8294352380265,3617241.0,36492559,92031865.0,0.00011930065114457501,0.010001193006511446
157.8294352380265,198.69630187583152,3845577.0,38952694,98709891.0,0.0009870661552275684,0.010009870661552275
198.69630187583152,250.14484984749842,4122086.0,42083355,106624722.0,-0.006822523466934553,0.009931774765330654
250.14484984749842,314.9149999999999,4482016.0,45561939,115150086.0,-0.005173143141266707,0.009948268568587333
